"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ARG","CPI","TOT","AGRWTH","A","2008",8.584375,
"ARG","CPI","TOT","AGRWTH","A","2009",6.270674,
"ARG","CPI","TOT","AGRWTH","A","2010",10.46131,
"ARG","CPI","TOT","AGRWTH","A","2011",9.775387,
"ARG","CPI","TOT","AGRWTH","A","2012",10.06232,
"ARG","CPI","TOT","AGRWTH","A","2013",10.59975,
"LTU","CPI","TOT","AGRWTH","A","1992",1020.596,
"LTU","CPI","TOT","AGRWTH","A","1993",410.4523,
"LTU","CPI","TOT","AGRWTH","A","1994",72.25468,
"LTU","CPI","TOT","AGRWTH","A","1995",39.64759,
"LTU","CPI","TOT","AGRWTH","A","1996",24.62518,
"LTU","CPI","TOT","AGRWTH","A","1997",8.881042,
"LTU","CPI","TOT","AGRWTH","A","1998",5.067573,
"LTU","CPI","TOT","AGRWTH","A","1999",0.7275217,
"LTU","CPI","TOT","AGRWTH","A","2000",0.9816616,
"LTU","CPI","TOT","AGRWTH","A","2001",1.36711,
"LTU","CPI","TOT","AGRWTH","A","2002",0.281473,
"LTU","CPI","TOT","AGRWTH","A","2003",-1.134312,
"LTU","CPI","TOT","AGRWTH","A","2004",1.164132,
"LTU","CPI","TOT","AGRWTH","A","2005",2.658471,
"LTU","CPI","TOT","AGRWTH","A","2006",3.739139,
"LTU","CPI","TOT","AGRWTH","A","2007",5.737162,
"LTU","CPI","TOT","AGRWTH","A","2008",10.92588,
"LTU","CPI","TOT","AGRWTH","A","2009",4.45306,
"LTU","CPI","TOT","AGRWTH","A","2010",1.319184,
"LTU","CPI","TOT","AGRWTH","A","2011",4.130301,
"LTU","CPI","TOT","AGRWTH","A","2012",3.089983,
"LTU","CPI","TOT","AGRWTH","A","2013",1.047467,
"LTU","CPI","TOT","AGRWTH","A","2014",0.1037899,
"LTU","CPI","TOT","AGRWTH","A","2015",-0.8841084,
